Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q11	Q12	age	gender	accuracy	country
3	2	1	4	4	5	4	2	5	2	2	1	42	2	80	US
4	1	1	3	2	5	4	3	2	1	4	3	27	2	70	GB
4	4	3	2	5	2	4	4	1	2	2	1	22	1	87	DK
5	5	1	1	4	4	4	4	2	2	2	4	40	2	80	CA
5	4	1	1	1	5	5	5	1	1	1	1	45	2	98	AU
4	5	2	4	5	3	4	3	4	5	2	3	17	1	75	US
2	2	4	2	2	4	4	3	2	2	2	2	44	0	75	US
5	5	1	1	3	4	4	3	1	2	1	1	14	2	100	US
4	4	4	2	4	3	3	2	4	2	4	4	25	1	80	CA
2	1	4	4	4	2	3	3	4	3	4	3	46	2	80	US
4	2	2	2	2	4	4	4	2	2	2	2	58	2	100	GB
4	4	2	1	2	5	2	3	4	1	4	4	50	2	100	US
4	4	3	2	4	4	4	3	2	2	2	3	28	2	80	CA
4	1	4	4	4	4	2	3	3	3	4	4	46	1	100	US
4	4	2	3	4	3	2	4	1	2	2	3	17	2	95	US
4	4	3	4	1	5	5	4	2	2	4	3	34	2	100	US
1	4	4	4	4	4	4	2	2	2	2	2	16	2	90	GB
4	4	3	2	4	3	4	5	2	2	3	3	15	2	50	AT
5	3	1	1	4	4	5	5	2	1	2	1	43	2	70	CA
4	2	4	4	2	2	4	2	4	2	4	4	18	2	100	PH
2	1	5	5	5	2	4	1	4	4	4	4	16	2	100	US
4	2	4	2	2	4	5	4	4	2	4	2	31	1	91	US
2	4	2	2	4	5	5	4	3	5	2	5	16	1	100	US
4	2	2	4	5	4	2	2	4	4	4	5	17	1	74	US
2	2	4	3	4	2	2	2	2	4	2	2	18	2	90	US
5	5	2	2	4	4	5	5	1	1	2	3	13	2	99	US
5	4	1	2	2	1	2	5	5	4	3	2	19	1	90	US
4	3	2	2	4	3	5	4	1	2	3	3	21	2	80	US
3	4	5	5	5	1	3	5	1	5	4	3	19	2	80	US
3	2	2	4	5	4	4	3	4	4	3	4	23	1	90	ID
5	5	2	4	3	4	5	4	1	1	2	2	23	2	90	US
4	4	1	2	3	3	4	4	2	2	2	2	32	1	80	PL
4	3	2	2	4	4	5	5	2	1	2	2	33	3	80	DE
4	5	2	2	4	4	4	4	4	3	3	2	22	1	90	FR
4	5	2	2	4	5	4	4	2	2	2	2	30	1	90	ZA
5	2	1	2	5	4	4	4	2	1	2	3	16	2	95	BR
1	1	1	4	5	3	5	3	4	5	1	3	15	2	88	BR
5	5	1	1	3	5	4	4	4	1	1	3	18	1	88	US
4	2	4	4	4	4	2	2	4	4	4	3	31	1	90	TH
4	4	2	2	2	4	4	4	1	2	1	4	45	2	85	FI
4	5	3	5	5	4	4	5	2	1	2	2	23	1	100	IN
4	4	3	4	5	2	4	4	4	4	4	3	32	1	75	US
4	2	4	2	5	4	5	4	2	2	4	4	26	1	70	US
5	4	2	3	5	4	4	3	2	2	2	2	16	2	80	PH
3	3	3	3	5	4	2	4	4	4	4	4	29	1	100	US
2	3	2	4	5	3	5	5	1	1	2	5	19	2	99	MY
4	4	3	2	4	2	4	3	2	3	3	4	17	1	50	US
4	3	1	1	5	4	4	4	1	2	1	1	24	2	94	DE
4	5	2	4	5	5	5	3	4	5	2	2	15	1	90	US
3	4	4	2	4	4	4	4	1	2	2	4	15	1	60	US
5	4	2	4	5	5	4	3	2	2	2	2	56	1	100	US
2	1	4	4	4	2	4	1	4	4	4	2	61	2	99	US
2	2	2	2	4	4	4	2	4	4	2	4	22	2	88	US
4	4	4	2	4	5	3	4	4	1	2	3	40	1	70	US
5	4	1	2	4	1	2	1	5	4	2	4	17	2	90	US
5	3	1	1	2	2	5	5	1	1	1	2	45	1	80	US
4	4	2	1	5	3	4	4	2	4	2	3	21	2	80	IT
2	1	4	4	4	2	4	4	4	3	4	4	43	2	85	US
5	5	2	3	5	5	5	3	1	4	2	2	13	2	93	US
3	4	3	1	2	4	5	5	2	1	1	2	50	2	90	US
4	5	2	1	5	4	5	5	2	2	3	2	26	2	90	US
5	2	2	2	2	4	5	4	1	1	2	2	43	1	100	US
5	4	1	3	4	4	5	2	2	4	1	5	18	2	99	GH
5	4	2	4	4	4	4	4	2	4	1	4	56	1	85	US
5	4	2	1	2	5	4	4	2	2	2	3	54	1	100	US
5	4	2	1	2	4	3	4	4	2	2	4	56	1	100	US
2	4	4	5	5	1	2	1	5	5	5	3	33	2	99	US
3	2	4	3	5	2	2	3	4	4	4	3	22	2	98	US
2	1	5	2	3	2	5	3	1	2	4	3	18	2	50	US
2	1	2	5	4	4	3	4	4	1	1	4	19	1	100	DE
4	4	2	2	2	3	4	3	2	2	2	2	60	2	99	US
5	5	2	2	4	3	4	4	2	2	2	2	38	2	80	US
4	2	1	2	5	4	5	4	1	4	2	4	60	2	100	US
3	4	4	4	4	4	4	4	2	2	4	4	31	2	90	EU
4	5	4	4	4	4	2	3	4	3	4	5	13	1	89	US
4	3	2	4	4	3	4	3	3	3	3	3	14	1	35	CA
4	4	2	2	4	2	5	4	2	2	2	2	19	1	80	US
4	2	5	5	4	4	5	4	4	4	4	4	56	2	100	US
4	4	2	1	2	3	4	3	1	2	2	2	17	1	80	NZ
4	1	5	4	4	2	5	2	4	4	4	5	19	1	90	US
4	4	1	1	4	4	5	4	2	1	1	2	45	2	80	US
4	3	4	4	4	3	4	2	4	4	4	4	18	2	50	US
4	3	4	2	4	3	4	4	2	4	3	3	18	1	75	US
4	3	2	4	4	4	5	4	1	4	2	4	22	1	70	ID
4	2	2	2	4	4	5	2	2	2	3	2	23	1	60	NO
4	3	4	4	2	4	4	5	3	2	2	2	17	1	90	IN
2	1	5	4	4	4	1	3	5	4	4	4	53	3	85	NZ
2	1	3	2	4	4	4	3	4	4	2	2	36	1	95	SG
4	3	2	2	4	5	5	4	1	1	2	4	32	2	80	SG
4	4	2	1	2	4	4	5	3	2	2	2	62	1	85	US
4	5	2	2	2	5	5	4	3	2	2	3	35	2	50	AE
4	2	5	4	4	4	2	2	5	4	4	4	29	2	80	US
3	4	4	5	4	4	4	2	2	2	4	2	16	1	50	DK
4	3	2	2	2	3	4	4	1	2	2	1	19	2	80	SG
4	3	2	2	2	3	4	4	2	2	2	2	37	1	85	AE
4	4	1	4	4	2	5	4	2	4	1	2	29	2	90	US
2	1	5	4	3	2	2	3	5	4	5	3	15	2	90	US
4	2	3	4	5	4	2	2	4	5	5	3	29	1	70	US
2	1	2	1	4	2	4	4	2	2	2	4	62	1	66	US
5	5	4	1	4	4	5	4	2	2	2	1	73	2	90	US
4	4	2	2	2	4	4	5	2	4	2	4	20	2	70	GB
4	3	2	3	4	4	4	4	1	1	2	4	48	2	75	US
4	4	4	2	2	2	4	4	1	4	4	4	45	1	80	US
1	2	4	4	4	2	4	4	2	4	3	4	22	2	50	NZ
4	4	2	3	3	4	4	4	2	2	2	3	19	1	90	US
4	4	2	2	4	4	4	2	1	2	2	3	38	1	90	US
4	4	3	1	4	3	4	4	2	2	3	2	22	1	85	US
4	3	2	1	1	5	3	4	2	2	2	3	36	1	95	US
1	1	5	5	5	1	1	1	5	5	5	5	35	1	100	ZA
4	3	2	1	4	4	5	4	2	2	2	3	20	1	75	US
4	2	3	2	3	3	5	4	1	2	3	3	34	2	80	MX
5	5	1	1	4	2	4	5	5	2	2	1	48	2	100	US
4	5	2	1	1	5	5	5	1	1	2	4	35	1	100	US
5	4	2	2	4	4	5	4	1	2	2	4	34	2	97	US
5	4	4	4	5	5	4	3	1	2	4	2	14	2	80	PH
4	5	4	2	5	2	2	3	2	3	2	4	19	2	88	CA
4	4	5	3	1	4	1	3	4	3	4	4	28	2	100	CA
4	4	2	4	4	2	4	3	1	4	4	3	15	1	70	IT
4	4	5	5	2	4	1	2	2	5	5	4	20	2	85	PK
5	5	4	2	4	5	5	5	2	2	1	2	15	1	94	GB
4	2	1	1	2	4	4	4	2	2	2	2	21	2	100	US
5	4	2	2	2	4	5	5	2	1	2	1	59	1	100	US
2	2	4	4	4	2	3	3	4	4	4	3	48	2	70	CA
5	4	1	1	2	4	5	5	1	1	1	2	45	2	100	US
5	4	4	3	4	4	4	3	2	2	3	3	59	1	90	US
4	2	4	2	1	4	4	2	1	2	1	4	19	2	80	US
4	3	4	4	4	2	5	4	1	3	2	2	16	2	98	GB
4	2	2	1	4	4	2	2	4	2	2	5	32	2	60	GB
2	2	4	4	5	3	3	3	4	2	4	3	13	1	85	US
5	5	3	2	2	5	5	5	2	2	1	2	17	2	98	US
4	2	5	4	4	4	4	3	5	3	4	3	16	2	85	US
4	2	3	3	4	4	2	4	5	4	4	1	14	1	56	US
2	1	4	4	4	2	4	2	2	2	2	4	49	2	88	US
5	3	2	1	4	3	5	4	1	3	2	2	22	1	78	US
5	5	2	2	2	4	3	5	4	3	2	1	22	1	87	US
1	1	4	4	4	4	4	1	2	2	4	5	29	2	100	HK
4	4	2	2	5	3	4	3	3	4	2	4	21	0	70	US
4	4	2	1	5	2	3	3	2	4	2	2	26	2	80	AR
4	1	4	4	4	3	4	4	4	4	3	4	19	1	99	US
5	4	2	2	1	5	4	2	2	1	2	2	36	2	80	US
3	4	4	1	4	4	5	3	4	2	4	3	18	2	75	US
4	1	5	5	5	4	1	1	4	5	5	5	32	1	100	US
1	4	5	5	4	2	4	2	4	2	5	4	24	1	95	US
5	5	2	4	2	5	5	5	2	2	2	4	53	1	75	US
4	2	5	4	4	4	5	4	1	4	4	4	19	1	97	US
4	3	2	4	4	2	5	5	2	2	2	5	17	1	68	AU
3	4	2	4	4	5	5	5	2	3	2	3	19	1	92	US
3	3	4	2	4	5	3	5	4	2	4	2	30	1	80	ID
4	4	1	1	4	4	4	3	2	2	3	3	33	2	100	US
5	4	2	1	2	4	4	5	2	2	2	1	56	1	95	GB
5	5	1	1	1	5	1	5	4	1	1	1	39	1	100	IN
4	5	2	2	3	4	5	5	1	1	1	3	27	2	95	US
5	1	1	5	1	5	5	5	5	1	1	5	24	1	100	US
5	4	1	2	2	5	5	5	1	1	2	4	28	2	80	CA
4	2	4	4	4	2	1	4	4	4	2	3	30	1	90	AU
2	4	4	5	4	4	5	4	2	2	4	2	16	1	100	US
3	2	4	3	3	4	4	5	2	2	4	1	16	2	97	PH
4	2	1	1	2	4	4	2	2	2	2	2	31	1	97	US
1	3	1	5	5	1	5	3	3	2	5	3	42	2	96	US
5	1	1	4	5	5	5	5	1	1	1	4	24	2	90	US
5	4	1	1	3	5	5	4	1	2	1	3	29	2	100	AE
1	1	4	4	4	1	1	5	5	4	4	4	32	1	90	CO
5	3	1	1	3	5	4	5	1	1	2	1	17	1	70	NO
1	1	4	4	5	3	4	5	5	4	4	4	25	1	85	DK
1	1	5	5	4	4	5	2	3	3	4	5	47	1	75	GB
5	4	4	2	3	5	4	3	2	4	2	1	22	2	90	CA
2	1	5	4	5	3	4	3	5	2	5	4	38	2	90	US
4	4	2	4	2	4	4	2	4	2	4	4	53	2	80	CA
5	3	1	4	4	5	4	5	2	4	4	4	27	1	90	AE
3	1	4	4	2	4	4	3	2	2	2	2	62	2	100	US
3	2	3	3	4	2	4	3	2	3	3	3	13	2	100	DE
2	1	4	2	2	2	2	4	3	2	2	4	35	1	95	US
4	2	4	2	4	2	4	2	4	4	4	5	28	2	100	US
4	3	2	4	5	2	4	4	2	4	4	3	19	2	80	SI
4	1	2	3	4	2	3	4	1	2	2	4	19	1	90	SI
4	1	2	3	4	4	5	3	4	4	4	5	18	1	85	US
4	4	2	1	4	4	4	3	3	4	2	3	34	2	100	GB
3	3	2	4	3	4	5	4	2	3	2	2	17	1	50	AR
4	4	2	1	2	5	5	5	2	1	1	3	54	2	90	US
5	4	2	1	4	4	5	5	1	2	2	4	19	1	90	US
5	5	1	1	2	4	5	3	1	2	1	2	17	2	90	US
4	1	5	5	5	4	3	4	1	3	4	3	17	2	45	US
4	4	4	4	4	4	2	4	2	1	5	3	30	2	90	US
2	4	5	3	4	4	4	3	4	2	4	3	19	1	85	US
4	4	3	3	3	5	0	5	3	3	3	3	28	1	100	IN
4	1	3	3	2	3	4	2	2	2	4	2	27	2	90	US
4	2	3	5	4	3	5	3	2	4	4	4	32	1	80	PK
4	4	2	2	2	5	4	2	4	2	2	2	28	2	80	US
5	4	3	4	5	5	4	3	3	1	2	2	26	2	90	IN
2	2	2	4	5	4	3	3	4	4	2	3	31	1	75	US
1	1	4	5	4	2	2	2	5	4	4	4	34	1	95	US
2	1	4	4	5	3	2	5	4	3	4	4	23	2	65	PH
4	4	2	2	2	5	4	4	2	3	2	4	18	2	65	US
4	4	1	2	4	5	5	4	2	1	1	2	28	1	80	FR
5	4	2	3	3	4	2	3	2	2	3	2	30	1	85	IN
4	3	2	3	4	4	4	4	1	2	2	3	16	1	60	IN
2	3	5	5	4	2	5	4	4	4	4	1	20	2	70	CA
4	4	3	2	4	2	4	5	2	2	2	4	15	2	75	CA
3	4	4	5	4	4	4	4	3	2	2	3	16	1	75	CA
4	3	4	2	3	2	4	3	2	2	2	3	16	1	50	CA
5	4	1	1	3	4	4	3	1	3	3	5	15	2	80	CA
2	4	2	4	3	4	2	3	4	2	4	3	16	2	23	CA
4	4	3	1	3	2	4	3	1	1	1	1	18	2	50	CA
4	3	4	5	5	2	4	4	5	4	4	2	16	1	100	CA
4	4	2	5	4	4	3	3	1	4	4	5	15	2	100	CA
3	2	1	4	5	5	3	3	4	1	1	3	25	1	87	US
1	2	5	4	2	3	3	4	4	3	4	5	19	2	20	GB
4	3	2	2	2	4	4	3	2	2	2	4	65	1	90	US
5	4	1	1	5	5	5	4	1	1	4	5	15	2	94	US
5	4	1	2	4	5	5	4	2	1	2	2	42	1	100	US
5	4	1	1	4	4	4	2	4	1	1	4	19	2	78	US
4	2	2	2	4	4	4	3	2	2	2	4	61	2	80	CA
3	2	2	3	4	4	3	4	2	2	4	3	39	2	75	US
5	4	1	2	4	4	4	4	2	2	4	2	20	1	95	US
5	5	1	2	4	5	4	2	4	1	1	3	25	2	95	US
5	3	1	1	5	3	4	4	4	2	2	2	15	1	75	PL
3	3	3	3	3	3	3	3	3	3	3	3	19	2	99	US
5	5	2	2	2	5	4	4	1	2	2	3	17	2	87	US
5	3	2	4	4	4	5	4	2	2	4	4	22	1	80	US
2	4	3	4	4	5	4	3	2	1	2	3	22	2	85	US
2	4	5	2	2	3	4	4	2	4	4	2	16	2	87	US
4	2	2	1	2	2	2	2	4	2	1	1	14	1	90	US
4	1	4	2	5	4	3	4	1	4	4	2	40	2	95	PH
5	1	5	5	5	1	1	5	1	1	5	5	27	1	100	US
4	4	2	4	5	5	4	2	1	1	2	1	21	1	100	US
4	4	2	2	4	4	4	4	2	2	2	3	34	2	100	PH
5	4	2	1	3	4	5	4	1	2	3	2	21	1	90	AU
4	5	1	1	4	4	4	5	2	2	2	1	29	1	85	US
4	3	2	1	4	2	4	3	2	2	1	4	53	1	90	US
4	2	1	1	4	2	4	5	1	1	1	3	42	2	90	AU
4	1	1	1	2	2	5	3	2	2	1	1	26	1	80	VN
5	4	1	3	4	5	5	5	1	2	2	1	32	1	80	SE
5	4	3	2	5	4	5	5	2	2	2	2	20	2	95	AU
4	4	4	4	2	4	4	3	2	2	2	4	16	2	60	NZ
4	4	1	1	4	3	5	3	1	2	1	3	17	2	90	US
4	4	3	3	2	4	4	4	2	2	2	4	23	2	87	PH
5	5	2	4	4	5	5	4	2	2	2	4	18	2	70	PH
3	3	2	2	4	4	1	1	1	1	1	2	60	1	85	US
1	1	5	5	5	1	1	3	5	5	5	4	22	1	90	NO
5	5	1	1	3	5	5	5	1	1	1	1	23	1	95	GB
2	4	2	2	4	4	5	5	1	2	2	1	20	2	96	US
4	4	3	1	5	5	5	5	2	1	1	3	30	1	95	GU
3	4	5	5	4	1	3	4	2	4	5	3	19	1	89	IN
4	4	2	3	3	4	4	2	2	2	4	2	25	2	70	VN
5	2	1	3	5	4	5	5	1	1	2	5	19	2	95	IN
3	2	4	4	4	4	3	3	4	4	4	4	23	2	80	GB
4	4	3	2	2	5	5	3	2	2	4	3	16	1	70	GT
4	4	4	2	2	4	4	5	2	3	3	2	51	1	90	US
4	4	1	2	4	4	4	3	2	2	3	3	21	1	80	IN
2	1	4	4	4	4	4	3	2	2	2	2	42	2	95	US
4	3	2	4	2	5	5	5	2	2	2	4	20	2	78	IN
4	2	1	3	2	5	5	4	2	1	1	4	17	1	75	GB
5	3	1	2	1	4	5	4	4	2	2	3	40	2	100	US
4	4	2	4	4	5	4	5	1	1	1	3	57	1	100	US
4	4	2	2	4	4	5	4	1	1	2	2	62	1	90	US
1	1	5	5	5	2	4	4	4	4	5	3	28	2	80	BG
5	2	4	4	2	2	4	4	1	2	3	3	28	2	90	DE
5	5	1	1	2	5	5	5	1	1	1	1	17	2	97	US
4	4	4	5	4	1	5	3	2	2	5	2	50	2	90	AU
4	3	2	4	4	4	4	5	4	2	3	3	19	1	50	AU
5	5	4	2	4	5	5	5	1	1	1	1	24	2	95	US
4	3	1	2	2	5	5	4	1	2	1	2	14	1	90	US
5	4	5	2	5	5	5	3	1	4	2	2	16	2	80	US
5	3	4	3	4	4	2	3	4	5	4	4	16	2	100	US
4	3	5	4	4	4	5	5	2	3	4	3	17	2	60	US
1	1	4	2	4	2	4	2	2	4	4	2	21	1	90	GB
1	4	1	1	4	1	5	5	2	2	4	4	56	1	90	US
5	4	4	4	5	2	4	4	2	5	3	4	15	2	90	AU
5	5	5	3	4	2	5	5	2	2	2	3	14	2	90	US
3	1	4	4	5	4	4	4	4	3	3	5	30	2	70	NZ
4	4	3	3	2	4	4	4	2	2	2	4	36	2	75	US
4	2	4	2	4	4	5	3	2	1	2	4	17	1	70	US
5	5	1	1	1	5	5	5	1	1	1	1	34	1	100	US
2	1	1	4	2	2	4	3	1	3	2	4	55	1	98	US
5	4	1	1	2	5	5	4	1	1	2	1	22	2	100	MY
5	4	2	1	4	3	3	4	4	2	1	4	21	2	99	US
4	5	2	2	3	4	4	4	1	2	1	2	41	1	90	US
5	5	1	1	2	5	5	5	2	2	1	2	59	2	99	US
4	3	4	2	1	5	4	4	1	2	2	1	31	2	90	US
2	2	4	5	5	2	4	3	2	4	4	3	23	2	85	US
2	4	3	3	4	1	5	2	4	5	5	3	16	1	75	BG
4	4	3	4	4	2	4	3	2	4	2	4	29	1	85	PH
5	5	4	2	3	5	4	4	4	2	1	2	24	1	95	AU
1	1	5	5	5	4	2	2	5	5	4	5	57	2	90	AU
4	5	2	5	4	4	5	5	4	2	2	2	25	1	90	US
4	5	1	1	3	4	5	5	1	1	1	2	16	1	85	US
5	5	2	2	4	4	4	5	1	1	2	2	20	2	80	CA
2	2	4	5	4	2	3	4	4	4	5	5	18	2	100	US
5	4	1	2	3	4	5	5	1	2	2	2	51	2	90	GB
5	1	1	1	5	4	5	5	2	1	2	1	61	2	98	US
4	1	5	5	5	4	4	4	5	5	5	3	22	1	80	US
4	4	2	1	3	4	2	4	4	3	1	2	18	1	95	US
5	4	2	2	4	5	4	5	2	1	2	2	18	1	90	IQ
5	5	2	1	2	5	5	4	2	1	1	2	20	2	70	US
5	5	2	2	3	4	4	4	4	2	1	2	16	1	75	US
2	2	2	2	4	2	5	4	1	2	4	4	28	2	90	US
4	3	4	4	4	2	2	3	4	3	3	4	35	1	80	NZ
4	1	3	4	4	4	4	2	2	2	3	4	46	1	94	IE
4	4	0	1	4	5	5	5	2	1	1	4	61	2	50	US
4	5	2	1	3	2	4	4	2	2	2	2	30	1	100	GB
2	1	4	2	5	4	2	4	5	4	4	2	23	1	90	US
5	4	1	3	2	4	4	3	1	2	1	3	25	2	90	US
4	3	5	5	4	1	4	3	5	4	3	4	34	1	85	AU
5	5	1	1	1	4	5	5	1	1	1	2	19	2	100	US
5	4	1	1	5	4	5	5	4	4	1	3	15	2	90	AU
2	2	2	1	4	5	2	3	5	4	5	2	19	2	60	TR
5	1	5	1	1	5	5	1	1	1	5	1	38	2	100	ZA
5	4	1	3	5	5	5	5	3	1	2	2	16	2	90	PH
4	4	4	3	4	5	5	4	5	4	5	4	22	2	60	GE
4	1	5	5	5	4	4	2	1	3	4	4	35	1	85	US
4	2	4	4	5	3	4	2	4	4	2	4	20	1	90	US
5	5	1	1	4	5	5	5	4	4	1	4	26	1	90	AU
4	5	2	1	2	1	2	4	2	1	2	2	24	1	90	IN
5	4	3	1	3	5	4	4	1	3	2	4	32	2	98	BG
4	5	1	1	1	5	3	5	2	1	1	1	15	2	95	GB
3	2	2	3	2	4	2	3	1	3	4	3	17	2	30	US
1	1	1	1	1	5	5	4	1	1	1	1	50	2	100	GB
5	5	4	2	4	4	4	3	2	2	2	2	34	2	90	US
4	1	5	5	5	1	4	4	3	2	4	2	19	1	75	GB
5	4	1	2	4	4	5	4	2	3	2	2	16	2	85	AR
5	4	1	4	3	5	5	5	1	1	1	1	16	2	80	GB
2	4	2	2	3	4	5	5	1	1	2	2	26	1	80	CA
5	5	1	1	3	4	5	2	1	2	1	1	16	2	95	US
4	2	2	4	5	4	4	5	4	2	3	4	32	1	87	GB
5	3	2	4	4	4	4	4	1	1	2	4	24	2	90	PH
2	2	4	4	5	2	4	3	4	4	4	5	22	2	90	US
1	4	4	2	3	4	2	3	5	2	2	3	18	1	100	US
4	3	1	4	4	1	5	3	5	4	4	3	15	2	60	US
1	2	4	4	4	2	4	3	4	3	4	4	15	2	75	US
4	3	2	3	4	3	4	3	2	4	4	3	15	2	75	US
5	5	1	4	4	3	5	5	1	4	3	2	33	2	70	CA
4	2	2	1	2	4	4	3	2	3	2	4	37	2	90	US
4	4	4	4	4	5	5	4	4	4	4	4	17	2	50	PH
2	3	5	5	4	2	4	4	4	4	4	4	18	2	98	US
4	3	4	4	4	4	4	4	2	2	2	1	17	1	85	US
5	4	2	4	4	4	2	4	4	2	2	2	14	2	98	RO
3	2	4	2	4	4	4	4	2	3	4	3	25	2	87	US
5	4	1	1	2	5	4	4	3	1	1	1	24	2	100	RO
4	4	2	1	2	4	4	4	2	2	2	4	20	1	98	US
3	2	5	5	4	2	4	3	3	3	4	4	17	1	90	IN
4	4	2	2	2	4	4	4	3	3	4	2	50	2	75	US
4	4	2	2	5	2	5	4	4	2	2	4	24	2	70	US
2	4	1	2	2	4	4	3	2	2	4	4	26	2	80	ZA
2	4	4	4	4	2	2	2	4	4	4	2	49	1	90	IR
4	4	2	4	5	3	3	4	2	4	1	2	19	1	80	LB
5	4	2	2	2	5	4	4	2	1	1	2	40	1	80	NL
4	4	2	2	4	5	5	5	1	1	2	2	21	2	100	US
1	1	5	5	5	2	2	3	5	5	5	3	19	1	100	CA
4	4	2	2	2	4	5	4	2	2	2	3	62	2	90	CA
2	1	3	3	4	2	2	3	4	4	5	4	27	2	80	SI
4	2	4	2	2	3	4	2	4	4	4	5	23	2	75	DE
4	4	2	1	3	5	4	4	1	2	1	5	19	1	100	US
4	2	4	4	5	2	4	3	4	4	3	4	16	2	80	US
5	5	1	1	2	5	5	5	5	1	1	1	61	2	95	US
3	1	4	2	4	4	5	5	2	3	3	3	59	2	80	US
4	1	4	4	4	4	4	3	4	2	2	3	48	2	75	US
4	3	2	2	4	4	4	3	2	2	2	3	35	1	80	US
4	2	2	3	4	3	4	4	3	3	2	4	19	1	80	US
4	5	5	4	4	2	2	3	4	4	4	4	26	1	100	US
4	2	4	4	4	4	2	2	4	4	4	4	42	1	85	US
2	4	4	5	5	2	4	3	3	5	5	1	20	1	90	US
5	4	2	1	4	4	4	5	2	2	1	1	34	2	90	AU
2	3	3	2	5	3	3	3	2	3	2	4	19	2	80	KR
3	2	4	4	5	4	4	3	2	2	4	3	31	1	40	US
5	4	1	2	4	5	5	4	1	1	1	2	27	2	90	US
5	4	4	2	4	4	4	5	1	2	4	3	30	1	70	IN
4	4	4	2	4	3	5	3	4	4	3	2	29	2	50	US
5	5	1	1	2	5	5	2	1	2	1	2	29	1	100	US
3	3	4	5	5	5	4	4	5	5	4	3	54	2	85	GB
5	4	2	2	3	4	5	3	3	3	2	4	18	2	75	SG
4	5	2	1	3	5	4	3	2	1	1	2	62	2	100	US
4	4	3	3	5	2	4	3	5	3	3	4	16	1	100	US
4	5	1	3	1	4	5	4	1	2	1	1	18	2	95	SE
2	5	5	5	5	2	2	3	4	5	4	4	18	2	85	NL
4	4	1	2	4	5	5	5	1	1	1	2	24	1	90	LT
3	3	1	1	4	4	5	5	4	2	1	1	35	1	90	FR
2	1	2	4	5	2	2	2	2	2	4	4	36	2	100	GB
2	3	5	3	2	4	4	2	4	3	2	1	26	2	30	PK
4	4	2	2	4	5	4	4	2	2	2	4	20	1	86	US
4	3	2	2	2	4	5	5	3	2	3	2	19	3	90	GB
4	2	5	4	4	5	5	5	3	5	4	5	14	1	6	US
4	5	1	1	3	4	5	4	2	4	5	3	15	2	97	AU
1	4	5	5	5	3	2	3	5	5	5	1	13	1	80	GB
5	1	1	1	4	4	3	3	3	1	1	1	21	2	99	PH
5	5	4	2	4	4	4	5	4	2	4	2	21	2	70	GB
4	1	3	4	3	4	5	5	2	3	2	1	26	2	90	US
5	5	2	4	2	4	5	5	1	1	1	4	25	1	100	US
4	2	4	3	4	4	4	2	2	3	4	4	16	1	80	US
3	2	4	4	4	4	3	1	4	3	2	3	15	1	85	CA
5	4	2	1	1	4	5	5	1	2	1	3	31	2	98	US
4	4	2	4	4	2	4	4	1	1	1	3	15	3	85	US
1	1	4	4	5	2	5	4	4	5	4	4	18	1	75	US
5	5	1	3	5	5	5	5	1	1	1	1	16	2	100	ID
5	1	5	1	5	5	5	1	1	1	5	5	22	2	98	PH
5	3	2	4	1	4	4	3	2	5	2	2	25	0	90	US
4	3	1	4	4	3	3	3	3	4	2	4	15	2	50	IN
5	5	2	1	2	1	4	4	2	1	1	4	19	2	97	PH
5	4	2	1	2	5	5	4	1	1	2	3	34	2	100	US
2	4	3	1	1	2	2	3	3	1	2	2	22	2	50	IN
5	5	5	5	5	5	5	5	5	5	5	5	25	1	70	IN
2	1	4	4	4	2	2	3	4	2	3	5	17	1	95	US
4	2	4	4	5	1	4	2	1	2	2	5	18	1	90	US
5	4	2	1	5	4	5	3	4	4	4	3	25	2	90	US
3	1	2	4	4	2	4	2	4	4	4	4	28	2	100	US
2	2	2	4	1	5	4	2	1	2	2	4	34	2	100	US
5	5	4	2	4	4	5	5	2	4	1	4	21	2	100	GB
4	3	2	2	2	4	4	4	2	2	1	2	22	1	90	TZ
4	1	5	2	1	5	5	5	1	1	1	2	52	2	91	US
4	4	3	2	3	4	3	4	2	3	3	3	19	2	70	NL
4	4	4	1	3	4	4	5	1	2	3	3	18	1	50	FI
4	5	2	3	4	5	5	2	4	1	4	3	19	2	95	US
4	4	2	3	3	4	3	3	2	3	2	2	16	2	75	CA
1	1	5	5	2	5	5	2	5	1	5	4	25	0	100	FR
5	5	1	1	4	4	4	4	2	2	2	3	31	2	70	GB
4	5	3	2	5	3	4	4	3	3	3	2	20	1	63	BG
4	5	2	4	4	5	5	1	1	3	2	3	35	2	100	US
4	4	4	2	2	4	5	2	4	4	2	4	17	1	86	US
5	4	4	2	1	5	5	5	2	2	4	2	20	1	75	US
2	1	4	5	4	1	2	2	2	4	5	4	16	1	90	US
4	4	2	2	2	5	4	3	1	4	2	2	21	2	78	US
2	2	5	4	4	2	2	4	5	4	5	1	46	2	100	US
5	4	2	2	5	5	5	4	1	1	1	4	22	2	100	US
5	3	4	5	4	1	5	3	4	4	4	5	23	1	60	GR
4	1	4	3	4	4	3	3	4	3	3	3	35	2	10	US
5	4	1	1	5	5	4	3	3	2	1	2	25	1	80	US
5	4	3	4	1	5	5	3	1	2	1	4	22	1	100	AU
4	3	2	1	2	4	5	5	1	3	3	3	65	1	100	US
5	5	1	2	4	4	5	5	1	2	2	3	17	1	99	US
4	5	1	1	4	5	5	5	2	2	2	2	50	2	90	US
