Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q11	Q12	age	gender	accuracy	country
4	4	2	1	4	4	5	4	2	2	1	1	30	1	80	GB
4	4	2	1	2	2	4	4	3	2	2	4	20	1	97	US
4	5	1	1	1	5	5	5	1	1	1	1	20	2	100	US
4	1	4	5	4	2	4	3	5	4	4	3	43	1	80	GB
2	5	2	4	4	5	4	5	2	2	2	2	20	2	95	US
4	2	2	2	4	5	5	4	1	2	1	2	23	1	100	US
4	4	2	3	3	4	5	3	2	2	3	2	33	1	90	US
4	3	4	4	4	3	4	3	2	4	4	3	15	2	85	US
5	4	3	4	4	4	4	5	5	4	4	5	45	2	90	US
4	2	4	4	5	3	5	4	4	2	4	4	22	1	80	US
4	2	2	4	0	4	4	2	4	4	4	2	47	2	40	NZ
1	4	2	2	4	5	2	2	2	1	1	2	23	2	75	IN
2	1	4	3	3	1	3	4	4	4	4	3	15	2	85	CA
4	4	2	4	4	2	4	4	2	4	2	2	25	1	65	PH
4	5	2	1	3	5	5	5	1	1	1	1	18	1	99	US
2	1	5	4	4	4	4	5	4	5	5	5	40	2	95	SA
5	4	2	1	5	5	4	4	1	1	2	4	14	2	90	CA
2	1	4	4	5	4	4	4	4	4	5	5	22	2	90	US
4	2	4	5	4	4	5	1	3	4	5	5	16	2	40	GB
4	2	4	5	4	2	4	3	4	2	2	4	15	2	96	GB
2	3	4	2	5	2	4	3	2	4	3	2	25	2	85	IT
4	4	2	1	3	4	4	4	4	3	3	2	15	1	98	CA
5	5	2	2	4	4	4	3	1	2	2	1	27	1	70	IN
4	3	3	4	2	4	4	4	2	4	2	2	18	1	50	US
4	3	2	4	4	4	4	4	2	1	1	3	16	2	82	ZA
4	2	4	4	5	2	4	4	4	2	4	4	32	2	50	TR
4	5	3	2	2	5	4	3	2	2	3	2	15	2	82	US
4	5	1	1	1	5	4	4	2	4	1	5	32	1	97	GB
2	1	4	4	5	2	4	3	4	4	4	4	21	1	90	US
4	4	4	4	4	4	1	1	5	5	5	5	30	1	89	US
5	5	1	1	4	5	5	5	1	1	1	1	14	2	100	US
4	4	2	3	3	5	4	3	2	4	1	4	34	1	9	US
5	3	2	2	4	4	5	3	2	2	2	4	17	1	90	CA
4	4	1	1	2	4	5	4	2	4	1	4	50	1	80	US
4	4	5	4	5	2	2	2	5	4	5	4	24	1	75	CA
4	3	2	1	5	5	5	4	4	1	2	3	13	2	95	US
4	4	2	2	4	2	5	4	1	4	2	2	57	3	90	CA
4	3	1	2	4	4	4	3	2	4	1	4	16	2	85	US
4	2	4	4	4	2	2	2	4	4	4	2	28	2	50	ZA
4	4	2	5	5	5	4	2	5	1	5	5	26	2	80	US
4	4	2	2	2	0	3	4	4	3	2	2	55	1	80	US
4	2	3	4	4	3	3	3	4	3	3	4	18	2	50	US
4	1	4	3	5	2	3	3	4	5	3	4	15	2	80	NO
5	4	2	4	4	3	5	5	4	3	2	2	25	1	75	US
5	5	2	2	3	5	4	5	4	2	1	3	20	2	90	SI
2	2	3	1	1	1	5	3	2	2	2	3	37	2	100	US
4	4	3	4	4	4	5	4	2	3	2	2	23	2	100	US
1	1	4	5	4	1	4	3	4	4	4	5	21	1	90	CA
4	1	5	5	5	1	4	3	4	5	5	5	15	1	85	US
2	1	4	4	5	2	2	2	5	4	4	4	23	2	80	GB
3	4	2	2	4	2	4	2	3	2	2	4	35	1	50	US
4	4	4	4	5	5	2	4	5	5	5	3	15	2	99	US
2	1	4	5	5	2	4	2	4	4	4	5	18	1	93	US
4	4	3	4	4	5	4	2	4	4	2	3	18	2	100	US
4	4	2	2	4	4	3	4	2	2	2	2	19	1	85	US
5	4	1	1	2	5	3	5	1	1	2	1	16	2	75	US
3	2	5	4	4	2	4	2	4	4	4	4	16	1	75	US
3	2	4	3	5	4	5	5	2	2	2	4	18	1	75	US
4	3	4	1	5	4	4	3	4	4	4	2	20	1	98	US
5	5	2	2	2	5	5	5	2	1	1	1	15	1	85	US
4	2	4	4	5	4	2	4	5	2	4	3	23	1	95	CA
4	3	2	1	1	4	2	4	3	1	1	1	59	2	50	CA
4	4	4	3	5	2	4	3	2	2	2	3	15	2	96	NZ
5	4	1	1	4	5	4	4	1	1	1	1	24	2	90	NG
3	2	4	3	4	4	4	3	2	2	2	3	16	2	80	AU
5	4	2	2	2	4	4	4	2	2	2	2	25	1	80	US
4	3	2	1	3	4	4	5	2	3	2	3	16	2	80	GB
5	3	2	2	4	1	2	4	2	2	1	2	23	2	100	US
3	3	2	4	5	4	5	3	1	2	2	3	21	1	70	MX
4	2	4	4	5	5	1	4	5	2	4	3	23	1	50	US
3	4	4	4	4	4	3	4	3	4	4	4	20	1	62	IE
4	4	2	3	2	5	1	4	2	5	5	2	15	2	50	GB
4	3	4	5	4	3	2	3	4	4	5	3	24	1	100	RO
4	3	2	2	2	5	4	4	2	1	1	4	29	1	100	US
2	4	1	2	4	2	4	3	2	3	4	4	17	2	60	US
5	4	2	2	3	4	5	4	2	3	2	4	14	1	70	US
5	3	1	1	2	4	5	3	1	1	1	1	19	1	100	US
4	4	2	2	2	4	4	4	3	2	2	3	34	1	90	CA
4	0	0	0	0	0	0	0	0	0	0	0	17	2	100	IN
5	3	4	4	5	3	4	2	2	2	2	2	20	2	98	US
4	2	4	4	5	5	4	5	1	2	2	3	41	2	85	AU
4	4	4	4	2	4	2	3	1	2	2	2	35	1	95	US
5	5	1	1	3	2	5	5	5	1	1	1	17	1	100	US
4	4	2	4	4	4	4	4	4	1	2	2	16	2	70	US
4	4	1	1	2	4	4	3	2	3	3	2	33	1	95	GB
5	4	4	4	5	5	5	2	2	1	4	3	38	1	100	US
5	5	1	1	2	5	5	5	1	1	1	1	55	1	95	US
5	3	1	1	5	1	5	1	1	2	2	3	14	1	85	US
4	4	2	1	2	4	4	5	4	1	2	1	61	2	80	US
5	5	1	1	1	5	4	3	2	2	2	2	38	2	95	BG
4	4	3	3	2	2	2	2	4	4	4	2	59	2	50	GB
4	4	2	2	4	4	3	3	3	2	1	1	53	2	95	US
5	5	1	1	5	5	5	5	1	1	1	1	18	1	100	CO
4	4	2	2	3	4	5	4	2	1	1	1	19	1	100	DK
4	1	4	4	4	4	5	5	2	4	4	4	22	1	90	US
5	5	1	1	2	5	4	5	1	2	1	1	70	2	100	NZ
4	4	1	4	5	3	2	2	1	1	2	1	19	2	100	US
4	4	3	2	4	2	4	3	2	4	4	2	42	1	100	HU
2	1	3	3	4	3	4	4	2	3	4	2	22	2	90	SG
4	3	1	4	4	5	5	5	1	4	3	2	20	1	90	ID
5	5	1	1	1	5	4	5	1	4	1	5	25	1	100	US
4	5	2	4	5	1	3	3	4	4	4	2	16	1	75	HR
4	5	1	1	2	4	5	4	2	1	3	3	25	1	90	US
4	5	2	2	3	5	2	1	4	2	3	5	15	1	80	US
3	4	2	4	5	2	3	2	4	4	4	4	38	2	85	US
5	5	2	1	3	4	4	3	2	2	2	2	33	2	98	SE
5	5	2	1	2	5	5	5	1	1	1	3	20	1	90	DE
5	5	2	1	1	5	3	5	2	1	2	2	36	2	95	US
4	5	1	2	1	5	5	5	1	4	4	4	33	2	90	US
4	4	1	2	4	5	1	5	1	1	1	1	21	1	95	US
5	5	1	1	2	5	5	4	2	1	1	1	54	1	100	US
5	4	4	5	1	5	5	5	2	1	2	2	20	1	90	US
4	1	4	4	5	4	3	1	5	1	4	4	37	1	100	US
5	4	1	2	5	5	4	5	3	1	2	2	17	1	85	BR
4	2	1	1	4	4	5	5	1	4	2	3	16	1	70	US
5	4	2	3	2	4	4	4	2	2	1	2	56	1	90	US
2	3	4	5	5	3	2	3	1	3	2	3	24	1	75	PH
4	5	1	2	4	4	4	5	1	1	1	2	18	2	80	AU
5	5	1	1	1	5	4	2	2	1	1	4	41	2	95	US
4	3	2	2	4	4	4	3	2	4	3	5	16	2	85	RU
5	5	4	1	4	2	5	4	4	5	1	4	53	1	90	US
1	2	5	5	5	4	4	2	5	4	5	5	15	1	97	US
4	3	1	2	5	1	4	4	2	4	4	2	31	2	90	CA
5	4	2	2	3	4	5	5	1	1	4	5	31	2	100	GB
5	5	1	1	3	5	4	5	1	2	2	1	25	1	85	DE
4	3	2	2	2	4	5	4	1	1	2	2	18	2	90	US
3	2	4	4	3	2	4	4	4	4	4	4	26	1	80	CZ
5	4	1	1	3	5	4	4	2	2	2	4	40	1	100	GB
4	5	1	1	2	5	5	5	1	1	1	2	29	1	85	CA
5	4	2	4	3	3	4	2	2	3	3	4	15	2	60	US
4	3	2	2	2	4	4	5	4	4	4	3	27	2	70	GB
4	5	1	1	3	5	5	5	1	1	1	3	20	1	95	US
4	3	4	4	4	2	3	4	2	1	2	3	18	2	90	US
5	5	2	1	5	5	5	5	4	4	2	4	20	1	90	US
4	2	1	1	4	4	5	4	1	1	1	2	30	2	85	AU
2	4	5	5	2	4	4	4	2	1	1	2	32	2	80	US
4	4	4	2	4	5	5	4	1	2	1	2	33	1	78	AU
5	5	2	3	2	4	3	4	3	4	3	4	21	1	85	AU
5	5	1	2	4	4	4	4	0	1	2	2	59	1	95	US
2	4	4	5	4	3	2	4	4	5	4	4	19	1	60	US
4	2	4	4	5	3	4	4	4	2	2	5	20	1	100	US
4	4	2	2	1	5	4	4	2	1	2	2	40	1	95	US
4	1	1	1	1	5	5	1	1	1	1	1	27	2	98	NG
5	5	2	1	5	5	5	4	1	2	1	1	49	1	95	US
5	4	1	1	2	4	2	3	4	2	2	2	16	1	95	GB
4	3	2	2	4	3	5	2	3	3	2	2	23	1	100	CA
4	3	4	2	2	2	4	4	3	2	4	3	27	2	90	CA
0	0	0	0	0	0	0	0	0	0	0	0	45	1	4	CA
3	2	4	4	5	3	4	3	4	2	2	3	32	1	80	US
3	4	2	4	5	4	4	3	1	3	2	5	42	1	95	GB
4	1	3	4	4	4	2	3	4	0	4	4	33	1	75	US
4	3	4	1	4	3	5	4	1	2	4	4	32	1	85	US
4	3	4	5	5	2	4	3	2	5	5	3	15	2	98	GB
5	4	3	4	4	5	5	5	1	1	3	3	37	1	100	US
1	2	2	1	3	4	4	4	1	1	2	3	47	1	90	US
2	2	5	4	4	2	4	2	4	4	4	4	72	2	90	AU
5	5	1	1	2	5	5	4	1	1	1	2	19	2	100	US
5	3	1	2	4	5	4	5	2	1	1	4	17	2	95	IN
4	5	2	2	2	5	4	3	4	2	2	2	33	1	90	GB
5	5	2	2	5	4	4	4	3	2	2	3	29	1	65	US
5	5	2	2	4	5	5	5	3	2	2	4	41	2	100	US
4	3	1	1	5	2	4	2	2	1	1	1	29	2	80	KE
4	4	3	2	4	5	1	2	5	2	2	4	16	2	50	US
3	2	4	4	4	4	4	4	2	2	4	4	20	1	73	US
4	2	5	5	5	2	4	2	1	5	4	3	39	1	90	US
5	5	1	2	1	4	5	4	1	1	2	1	25	1	100	GB
5	4	2	3	4	4	5	4	4	4	4	2	15	2	12	CA
2	4	2	4	2	5	4	4	1	2	2	4	17	2	70	CA
4	4	2	5	3	4	4	4	2	2	2	2	17	1	80	CA
4	3	5	4	4	2	2	3	5	5	4	5	16	2	75	CA
4	3	4	4	4	5	4	1	4	4	3	4	18	1	50	CA
4	3	5	2	3	4	4	4	4	2	4	4	16	2	60	CA
4	4	1	4	4	5	5	3	1	3	4	3	17	1	85	CA
1	1	5	5	5	2	4	4	4	4	5	3	41	1	100	US
4	2	1	3	4	2	5	3	2	4	3	2	45	1	60	DE
5	4	2	1	3	4	5	3	2	2	1	2	23	1	90	IT
5	5	1	1	2	5	4	5	2	1	1	2	38	2	99	US
4	5	1	1	1	5	4	4	2	5	5	5	52	2	95	US
1	1	5	4	2	4	4	1	5	4	5	5	52	2	100	US
4	2	2	1	2	4	3	4	2	2	2	2	23	1	85	US
2	2	4	3	4	3	4	3	2	4	5	4	19	1	70	US
4	4	2	1	4	4	5	5	2	1	2	2	20	2	90	US
4	3	2	1	1	5	4	4	2	1	2	2	50	2	100	US
4	4	4	4	5	3	5	4	3	4	4	4	26	2	70	IN
4	4	2	1	1	4	4	5	1	1	3	4	16	2	80	IE
4	2	2	2	2	4	3	4	2	2	2	2	44	2	70	TR
4	3	4	4	4	4	4	2	4	2	2	4	17	2	100	US
4	3	2	1	4	3	4	4	2	2	2	3	26	2	85	ES
4	4	5	4	5	4	2	1	5	5	4	4	15	2	93	AE
5	4	2	4	5	2	5	4	2	4	4	2	30	2	100	GB
4	4	3	3	2	4	2	3	2	3	4	3	17	2	85	US
4	4	3	4	4	4	4	4	4	3	4	4	18	1	100	US
5	3	4	5	4	5	5	2	4	3	5	4	17	2	95	US
4	5	1	1	1	5	5	1	1	1	1	3	471	2	100	US
4	2	5	5	5	4	4	4	3	4	4	3	17	2	90	US
5	5	5	1	1	5	5	1	5	5	5	1	20	2	90	DE
3	1	4	4	4	2	3	3	3	4	4	4	50	2	75	GB
5	4	2	1	2	4	3	5	3	2	2	2	21	1	85	US
5	4	2	3	2	5	4	4	3	2	2	2	25	2	85	PH
4	4	2	2	4	3	4	4	3	2	4	3	14	2	80	US
4	2	5	3	3	2	3	3	4	4	4	3	14	2	80	US
5	4	1	1	2	5	4	4	2	1	1	1	35	1	100	US
5	4	4	2	1	5	4	2	4	1	4	2	30	1	85	US
5	5	2	2	1	4	5	5	1	2	1	2	19	0	100	US
4	2	4	4	4	2	4	4	4	4	4	4	19	1	70	US
5	4	1	2	2	5	4	1	2	1	2	1	21	1	90	US
3	2	4	5	5	2	2	3	5	2	4	3	20	2	99	AU
4	4	5	5	4	4	5	5	1	4	4	5	37	1	100	IN
4	5	2	3	4	4	4	5	4	4	4	3	14	2	70	AU
4	3	4	5	5	3	4	2	4	4	4	3	38	1	90	GB
4	1	4	4	5	4	5	5	2	4	4	4	27	2	99	KE
4	4	1	1	5	3	5	4	1	1	1	5	15	2	95	AT
5	5	1	1	1	5	5	5	1	1	1	4	17	2	95	US
1	1	5	5	5	1	1	1	1	1	5	5	29	1	100	BM
1	5	4	4	3	5	3	3	5	3	3	3	36	3	50	BE
1	2	5	5	5	4	1	3	5	4	5	5	42	1	100	GB
5	5	3	1	5	5	4	4	5	4	4	2	31	1	100	PK
5	4	1	2	4	5	5	4	1	1	2	2	19	2	95	US
4	4	2	1	4	5	4	4	1	2	2	3	15	1	100	PL
4	2	1	1	4	5	5	5	4	2	1	4	21	2	85	SD
5	5	2	2	4	4	4	4	2	2	2	2	29	1	65	US
4	4	2	2	2	4	4	4	2	1	2	2	63	2	90	US
4	2	4	2	2	1	2	4	1	2	2	2	16	2	76	CA
3	5	5	4	5	5	5	3	2	1	5	3	23	2	50	IN
5	4	1	1	5	3	4	4	2	2	2	3	32	2	90	US
2	2	2	4	2	4	2	4	4	4	2	4	46	2	90	US
5	5	1	2	1	5	5	5	2	1	2	2	18	2	80	US
4	2	2	0	0	0	0	0	0	0	0	0	54	1	80	US
4	3	4	4	4	2	4	5	4	3	1	2	21	2	80	BW
2	1	5	4	4	1	4	2	2	4	4	4	21	2	90	IR
4	5	2	1	4	4	4	3	2	2	3	2	30	1	95	GB
4	5	1	2	4	5	5	4	2	1	1	1	14	1	98	US
5	3	2	2	3	4	4	4	1	2	2	3	14	2	98	US
4	4	2	4	5	4	2	5	2	5	2	4	17	1	95	US
4	4	3	4	4	2	4	3	3	4	4	3	15	2	85	AU
2	1	4	4	5	2	3	2	5	3	4	4	34	2	98	NL
4	4	1	1	1	4	4	2	1	4	4	2	51	2	98	US
4	5	2	1	1	5	5	3	1	1	1	1	28	2	90	GB
4	4	3	3	4	4	4	2	4	4	2	3	23	3	100	GB
5	3	4	1	2	5	4	4	2	4	2	4	31	1	70	FI
5	3	2	2	4	5	5	3	2	2	3	3	27	2	60	US
4	4	2	1	2	5	4	5	3	2	1	4	24	2	100	GB
4	4	1	2	2	4	1	3	1	2	2	4	22	2	70	US
5	1	5	5	3	2	5	1	5	5	5	3	15	2	90	US
4	4	2	2	3	4	4	2	1	2	2	2	22	1	85	US
2	2	5	4	5	2	1	3	3	4	4	3	23	1	50	AU
4	3	4	4	3	4	5	3	2	1	3	2	46	1	80	US
4	2	2	2	4	4	4	3	2	4	3	4	24	1	89	CA
4	5	3	4	2	5	5	5	2	2	2	3	26	1	65	TH
4	4	3	4	5	3	4	3	3	2	4	3	17	1	65	US
1	1	5	5	5	1	2	1	5	4	5	5	17	1	100	US
4	2	4	2	2	2	4	4	2	3	2	4	48	2	80	GB
4	3	2	4	5	3	3	5	2	3	3	2	36	1	90	IN
4	3	2	2	4	4	4	2	1	3	4	3	23	1	45	ID
3	1	4	4	4	4	4	3	4	4	4	4	32	2	85	US
4	5	4	2	4	4	3	2	5	2	1	3	19	2	80	AU
4	2	4	5	4	4	4	2	5	0	5	4	16	1	100	AU
4	2	1	2	4	5	5	5	2	1	2	2	28	2	100	IN
4	5	2	2	3	4	4	4	2	1	1	2	34	1	95	US
4	4	3	4	4	4	5	4	2	2	4	3	17	1	70	MY
3	3	3	2	4	4	4	4	3	3	2	3	30	1	80	IT
5	4	1	1	4	4	5	4	1	1	1	2	19	1	90	US
5	4	1	1	1	5	0	4	1	1	1	5	44	1	99	SE
4	1	2	4	5	4	5	3	1	1	2	2	17	1	80	US
2	1	4	5	4	1	1	3	4	5	4	5	21	1	90	GB
2	1	5	4	4	2	2	1	5	5	5	5	20	2	85	US
4	2	2	2	4	4	4	4	1	2	2	4	20	1	70	PE
1	4	5	4	5	4	4	2	4	4	4	4	15	2	90	US
4	5	1	4	3	5	5	3	4	2	2	4	16	2	98	NZ
4	4	5	4	4	4	4	3	4	2	5	2	19	1	80	GB
5	4	4	4	4	2	1	4	4	4	2	2	16	1	70	GB
4	4	1	2	2	5	5	3	3	2	4	4	33	2	100	US
5	5	1	1	1	5	5	5	1	1	1	1	44	2	100	US
4	4	2	1	3	5	4	4	2	2	1	2	28	1	80	BR
4	3	1	1	4	5	5	3	2	2	2	4	40	1	100	FI
4	2	4	4	4	4	4	3	2	2	3	4	28	2	90	FI
4	1	3	4	5	2	2	3	2	2	3	3	20	1	80	GB
5	4	1	2	5	4	4	5	2	1	2	1	16	2	99	US
5	2	2	4	4	4	5	2	2	4	4	5	36	2	80	US
4	4	2	2	4	4	4	4	2	1	2	2	26	1	80	US
4	1	3	4	5	4	5	4	2	2	2	3	20	1	90	US
4	3	4	2	4	4	4	2	1	2	2	4	54	1	95	US
4	4	2	1	2	5	4	4	2	2	2	2	54	1	95	US
4	1	5	5	5	3	4	3	5	3	3	5	33	2	80	GB
5	4	1	2	3	3	5	4	1	1	1	4	20	2	80	US
4	4	1	2	4	4	4	4	2	1	2	2	26	2	95	US
4	2	4	4	5	1	2	2	1	4	1	4	20	2	67	US
4	4	1	2	4	5	4	2	2	2	2	2	33	1	98	ID
5	4	2	1	2	4	5	5	2	1	1	3	37	1	99	US
4	4	2	4	4	2	3	3	2	2	2	3	28	1	65	RO
5	4	2	2	3	5	4	5	2	2	2	2	20	1	90	AU
5	1	3	1	5	5	5	5	1	5	5	1	27	2	100	US
2	1	3	5	4	2	4	3	3	4	4	4	38	1	80	US
5	1	3	1	4	1	1	1	3	2	4	5	60	1	100	US
2	3	1	1	3	1	1	3	3	4	2	1	28	1	99	IN
4	3	4	3	3	3	3	3	2	3	4	3	18	2	75	GB
4	2	3	4	2	1	3	3	2	3	4	3	15	2	90	US
2	1	4	4	4	2	3	2	4	2	3	4	21	1	80	US
5	4	1	2	1	5	4	3	1	1	2	2	16	2	90	US
3	5	2	5	5	4	4	3	4	4	2	3	18	3	80	SI
4	4	2	2	4	2	4	1	2	2	2	3	19	1	80	CA
4	3	2	1	4	5	4	2	1	2	4	2	29	1	90	US
5	2	1	1	4	3	5	2	1	4	5	5	14	2	96	GB
4	4	2	4	4	4	2	3	2	2	2	3	19	2	98	NZ
2	2	4	4	5	3	3	3	2	4	4	3	13	2	90	US
4	2	5	5	5	1	4	1	4	5	5	5	56	2	95	US
2	4	5	4	4	4	4	2	4	1	2	2	34	1	80	US
3	4	4	4	4	4	3	3	5	2	4	4	14	2	95	US
1	4	5	5	4	3	5	5	1	2	3	4	21	1	10	IN
4	3	1	1	4	4	3	5	4	1	2	1	66	1	90	US
4	4	2	2	2	4	5	3	2	2	2	4	42	2	90	CA
2	4	5	4	4	4	4	4	1	3	4	2	21	2	90	PH
4	3	5	5	1	2	4	5	5	5	5	1	23	2	90	TH
5	5	2	2	4	4	5	3	2	3	4	4	23	2	94	US
5	2	4	5	5	5	5	2	2	2	5	4	15	2	95	US
4	2	3	4	4	2	4	4	3	3	3	4	21	1	70	US
4	4	1	2	4	4	4	3	1	1	1	2	41	2	90	US
3	2	5	4	2	2	1	3	5	3	4	5	18	1	90	US
3	2	4	3	4	2	4	2	4	4	4	5	44	2	75	US
4	5	5	5	3	1	2	4	5	0	5	4	30	2	90	US
4	3	4	4	4	5	4	3	3	2	2	3	19	2	30	SG
4	4	1	2	3	4	3	4	1	2	1	2	22	2	95	US
5	4	2	2	4	2	2	4	4	2	2	2	28	2	75	PH
5	2	1	1	1	5	4	5	2	1	2	2	25	1	95	GR
4	4	4	4	5	4	4	4	4	2	4	2	48	2	97	GB
5	2	1	2	2	2	5	4	2	1	1	4	23	1	75	CA
3	4	4	4	4	3	4	3	1	2	4	3	20	2	89	US
4	3	2	2	4	1	2	4	2	4	4	4	58	2	25	US
5	1	3	3	4	5	4	4	1	2	2	5	30	1	100	IN
4	2	2	2	4	4	1	4	2	2	4	4	15	2	90	HK
4	4	2	2	3	4	5	5	1	1	2	4	17	2	100	MY
4	4	1	1	3	4	5	3	1	1	1	3	18	1	90	US
2	5	1	3	4	2	4	2	2	1	5	3	33	1	100	US
4	4	3	2	3	4	4	3	2	2	2	4	20	2	90	GB
4	3	3	2	3	3	4	4	2	2	3	3	17	1	75	US
1	1	5	5	4	2	4	3	4	2	2	5	18	2	85	US
4	4	1	2	3	4	5	4	2	2	1	2	20	1	90	US
4	1	3	4	3	4	4	4	2	4	4	5	36	2	100	AU
5	4	4	3	4	5	5	4	2	4	3	1	20	2	60	US
2	4	2	4	1	4	4	3	2	1	2	3	18	2	50	US
5	4	2	1	4	5	4	5	1	1	1	2	34	1	100	US
2	4	1	1	2	4	3	2	5	2	4	3	41	2	100	US
3	2	2	2	4	4	4	3	4	4	2	4	30	1	95	US
5	4	2	2	5	3	4	2	1	2	2	3	19	2	93	US
4	4	4	2	5	5	4	5	4	2	4	3	23	2	85	US
5	4	4	5	5	5	2	1	1	2	1	5	14	1	100	IS
2	1	5	5	4	1	2	2	5	5	5	5	18	2	100	US
4	1	4	2	5	2	3	4	5	4	4	4	19	2	100	US
4	5	1	1	3	4	5	5	1	1	2	2	15	2	80	SE
4	4	2	2	1	4	4	4	1	2	2	2	17	2	100	US
4	1	5	5	3	5	3	5	5	4	5	5	18	2	50	US
5	5	1	2	2	5	5	5	2	1	1	1	16	1	100	US
4	5	4	2	4	4	5	2	2	4	4	2	21	1	80	US
4	4	2	2	2	4	5	5	2	1	2	2	40	1	95	US
1	1	5	4	5	1	2	2	4	5	5	5	43	2	100	US
2	1	5	5	5	1	1	1	5	5	5	5	25	1	100	CH
4	4	3	1	2	3	5	4	1	2	2	2	21	1	65	GB
4	4	2	3	4	4	4	4	5	4	4	4	55	2	40	US
5	5	1	2	4	2	4	4	2	2	4	3	21	1	90	US
4	3	2	1	4	4	3	2	2	2	2	2	24	2	80	PH
5	5	2	2	4	5	5	3	4	2	2	3	24	1	98	US
5	4	1	2	2	5	5	5	1	2	1	1	27	2	100	US
4	2	4	2	4	4	4	4	3	2	2	4	41	1	80	CA
4	3	2	2	4	4	5	4	2	1	2	3	30	2	95	ZA
2	1	3	4	2	1	2	1	5	4	5	4	50	2	95	US
4	2	4	3	5	5	2	5	1	1	1	4	27	1	99	US
3	3	4	5	5	3	2	1	5	4	4	2	18	2	80	IT
2	4	4	4	4	2	5	5	2	5	4	3	19	2	100	IE
3	1	2	4	4	5	2	4	2	4	4	1	22	2	80	GB
2	2	4	4	4	2	4	3	2	4	3	4	21	2	50	GB
2	3	4	4	2	4	4	3	3	3	4	4	19	2	93	CA
5	5	2	1	4	5	4	4	1	1	1	2	19	2	100	US
5	5	1	1	1	5	5	5	1	1	1	1	47	1	100	US
2	1	4	2	3	4	2	3	5	4	2	4	19	2	80	US
2	4	4	2	1	5	4	4	4	1	2	2	33	2	90	US
4	5	2	2	3	4	4	4	2	2	2	3	27	2	90	BR
5	5	2	4	4	5	5	5	1	1	2	4	17	2	90	US
4	2	2	2	4	2	3	2	4	4	4	4	63	1	50	CZ
4	4	2	4	5	4	5	4	2	3	2	4	18	2	90	US
4	4	1	1	4	4	5	4	4	4	1	2	28	1	80	GB
5	4	1	1	2	5	4	5	2	2	2	1	34	2	80	DK
4	1	4	4	2	4	5	3	2	2	4	3	25	2	75	AU
3	2	2	2	5	2	1	1	3	5	3	1	27	2	70	SK
4	4	2	4	5	2	4	3	1	4	4	1	19	1	78	PH
3	2	4	4	5	2	3	2	4	3	4	3	45	2	70	GB
4	3	2	2	4	4	4	4	2	2	2	2	15	2	25	US
5	5	1	1	4	5	5	5	3	2	1	4	32	1	100	US
4	4	4	3	2	4	4	4	2	2	2	4	22	2	90	US
4	2	2	2	4	2	4	4	4	4	2	2	16	1	100	US
2	4	5	4	4	3	4	2	4	4	4	3	23	1	90	RO
3	2	4	4	4	2	4	3	4	2	4	4	25	2	85	US
1	4	5	5	5	2	4	4	2	4	5	2	15	2	90	GB
4	3	1	2	2	4	5	4	2	2	2	2	50	1	80	US
4	4	2	4	4	5	4	4	2	2	2	4	59	1	80	US
5	4	2	2	4	5	5	5	2	2	1	3	18	1	95	US
4	2	2	3	5	1	5	3	2	2	2	3	19	1	80	US
5	2	4	5	2	4	4	5	2	2	2	4	29	2	87	US
3	3	2	2	2	3	3	3	3	3	3	4	63	1	40	US
4	2	4	4	4	4	4	4	4	2	3	3	22	2	70	IN
4	4	2	4	2	2	4	2	1	4	2	5	23	2	85	EU
5	1	4	4	5	5	5	4	1	5	3	4	18	2	70	SG
3	2	5	4	3	4	4	3	4	2	4	3	28	2	90	US
4	2	5	5	3	4	4	3	2	4	2	4	23	1	70	US
5	5	5	3	4	4	5	4	4	3	3	4	32	1	90	US
4	2	5	4	4	5	4	3	5	2	3	3	18	1	60	US
2	1	4	4	5	2	4	4	1	3	2	2	37	2	40	GB
4	4	2	2	4	5	4	3	2	2	3	3	18	2	90	IT
3	2	4	4	4	2	4	3	2	2	4	2	15	2	96	US
1	1	4	5	4	1	1	1	1	4	4	5	34	2	100	US
2	1	3	3	4	2	4	2	2	4	4	4	32	2	95	AU
2	1	5	5	4	2	2	2	5	5	5	5	19	1	99	US
4	3	2	2	4	5	4	4	1	2	2	4	19	1	85	US
4	2	5	4	5	4	1	5	5	2	4	4	16	1	70	US
4	4	1	1	4	5	5	5	1	1	1	2	18	2	100	US
4	4	2	2	4	4	4	4	2	2	2	2	24	2	99	US
2	1	2	2	4	4	5	4	2	4	3	3	48	1	80	RU
5	5	1	1	2	4	5	4	1	2	1	2	27	1	100	IN
2	1	5	5	5	2	1	2	5	4	4	3	30	2	99	HU
3	4	5	4	4	4	4	4	4	5	5	5	16	2	75	IN
5	4	4	2	4	4	5	5	1	4	1	1	19	1	91	US
4	2	3	4	2	4	4	4	3	2	2	4	23	2	90	US
4	4	2	2	2	4	5	4	2	2	3	3	28	1	50	US
4	3	4	3	4	5	4	3	2	1	1	3	14	1	100	HR
4	4	2	1	4	4	4	4	2	2	1	2	57	2	80	US
2	1	4	5	2	1	1	2	3	5	5	3	29	2	100	CO
4	4	2	2	4	3	5	3	4	4	2	4	32	2	75	US
4	5	2	2	2	4	5	4	2	2	2	1	18	2	97	US
5	4	2	4	2	4	5	5	1	4	2	4	47	1	100	US
4	5	4	4	1	5	5	5	1	2	2	2	16	1	80	US
